2026-02-21 22:04:16,ifconfig,all,de:26:c1:86:ac:c8 / 192.168.2.147,Captured
2026-02-21 22:04:21,arp,local,8 devices,Captured
2026-02-21 22:04:42,nslookup,google.com,142.250.137.101,Success
